club,status,county,platform,sheets,postcode,reason,evidence_url
Sedbergh Golf Club,no_visitor_booking,cumbria,brs,0,,"on brs, but visitor booking is switched off",
St. Bees School Golf Course,no_visitor_booking,cumbria,clubv1,0,,"on clubv1, but visitor booking is switched off",
Ulverston Golf Club,no_visitor_booking,cumbria,clubv1,0,,"on clubv1, but visitor booking is switched off",
Whitehaven Golf Club,no_visitor_booking,cumbria,esp,0,,booking page requires a member login,
Chapel-en-le-Frith Golf Club,no_visitor_booking,derbyshire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Ormonde Fields Golf Course,no_visitor_booking,derbyshire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Okehampton Golf Course,no_visitor_booking,devon,clubv1,0,,"on clubv1, but visitor booking is switched off",
Sidmouth Golf Club,no_visitor_booking,devon,clubv1,0,,"on clubv1, but visitor booking is switched off",
Bridport and West Dorset Golf Club,no_visitor_booking,dorset,clubv1,0,,"on clubv1, but visitor booking is switched off",
Bridport Golf Club,no_visitor_booking,dorset,clubv1,0,,"on clubv1, but visitor booking is switched off",
Crane Valley - Valley Course,no_visitor_booking,dorset,clubv1,0,,"on clubv1, but visitor booking is switched off",
Crane Valley - Woodland Course,no_visitor_booking,dorset,clubv1,0,,"on clubv1, but visitor booking is switched off",
Ferndown Golf Club,no_visitor_booking,dorset,intelligent_golf,0,,booking page requires a member login,
Basildon Golf Course,no_visitor_booking,essex,intelligent_golf,0,,"on intelligent_golf, but visitor booking is switched off",
Boyce Hill Golf Course,no_visitor_booking,essex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Burnham-on-Crouch Golf Club,no_visitor_booking,essex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Clacton-on-Sea Golf Club,no_visitor_booking,essex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Epping Golf Course,no_visitor_booking,essex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Frinton Golf Club,no_visitor_booking,essex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Gosfield Lake Golf Club,no_visitor_booking,essex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Harwich & Dovercourt Golf Club,no_visitor_booking,essex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Thorpe Hall Golf Course,no_visitor_booking,essex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Upminster Golf Club,no_visitor_booking,essex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Woodford Golf Club,no_visitor_booking,essex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Kendleshire Golf Club,no_visitor_booking,gloucestershire,intelligent_golf,0,,booking page requires a member login,https://kendleshire.intelligentgolf.co.uk/visitorbooking/
Star Golf Golf Club,no_visitor_booking,gloucestershire,intelligent_golf,0,,"on intelligent_golf, but visitor booking is switched off",
Ashton-in-Makerfield Golf Club,no_visitor_booking,greatermanchester,intelligent_golf,0,,booking page requires a member login,
Northenden Golf Course,no_visitor_booking,greatermanchester,intelligent_golf,0,,booking page requires a member login,
Ringway Golf Club,no_visitor_booking,greatermanchester,intelligent_golf,0,,booking page requires a member login,
Alresford Golf Club,no_visitor_booking,hampshire,intelligent_golf,0,,booking page requires a member login,
Blackmoor Golf Club,no_visitor_booking,hampshire,intelligent_golf,0,,booking page requires a member login,https://blackmoor.intelligentgolf.co.uk/visitorbooking/
Brokenhurst Manor Golf Club,no_visitor_booking,hampshire,intelligent_golf,0,,booking page requires a member login,
Corhampton Golf Club,no_visitor_booking,hampshire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Liphook Golf Club,no_visitor_booking,hampshire,intelligent_golf,0,,booking page requires a member login,
Wellow Golf Club,no_visitor_booking,hampshire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Moor Park Golf Club,no_visitor_booking,hertfordshire,intelligent_golf,0,,"on intelligent_golf, but visitor booking is switched off",
Sandy Lodge Golf Club,no_visitor_booking,hertfordshire,intelligent_golf,0,,booking page requires a member login,
Aquarius Golf Club,no_visitor_booking,kent/sussex,unknown,0,,booking page requires a member login,
Bearsted Golf Club,no_visitor_booking,kent/sussex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Beauport Park Golf Course,no_visitor_booking,kent/sussex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Boughton Golf Club,no_visitor_booking,kent/sussex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Chislehurst Golf Course,no_visitor_booking,kent/sussex,intelligent_golf,0,,booking page requires a member login,
Dartford Golf Club,no_visitor_booking,kent/sussex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Eltham Warren Golf Club,no_visitor_booking,kent/sussex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Faversham Golf Course,no_visitor_booking,kent/sussex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Mid Kent Golf Club,no_visitor_booking,kent/sussex,clubv1,0,,"on clubv1, but visitor booking is switched off",
Sittingbourne & Milton Regis Golf Club,no_visitor_booking,kent/sussex,intelligent_golf,0,,booking page requires a member login,
The Royal Eastbourne Golf Club,no_visitor_booking,kent/sussex,intelligent_golf,0,,"on intelligent_golf, but visitor booking is switched off",
Golf At Goodwood,no_visitor_booking,kent/sussex/surrey,intelligent_golf,0,,booking page requires a member login,
Royal Automobile Country Club Golf Club,no_visitor_booking,kent/sussex/surrey,unknown,0,,booking page requires a member login,
West Hove Golf Club,no_visitor_booking,kent/sussex/surrey,clubv1,0,,"on clubv1, but visitor booking is switched off",
Blundells Hill Golf Club,no_visitor_booking,lancashire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Deane Golf Club,no_visitor_booking,lancashire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Fleetwood Golf Course,no_visitor_booking,lancashire,intelligent_golf,0,,booking page requires a member login,
Garstang Golf Course,no_visitor_booking,lancashire,unknown,0,,booking page requires a member login,
Nelson Golf Club,no_visitor_booking,lancashire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Pike Fold Golf Club,no_visitor_booking,lancashire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Rochdale Golf Club,no_visitor_booking,lancashire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Towneley Golf Club,no_visitor_booking,lancashire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Wigan Golf Club,no_visitor_booking,lancashire,intelligent_golf,0,,booking page requires a member login,
Birstall Golf Club,no_visitor_booking,leicestershire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Cosby Golf Club,no_visitor_booking,leicestershire,intelligent_golf,0,,booking page requires a member login,
Forest Hill Golf & Conference Centre,no_visitor_booking,leicestershire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Market Rasen Golf Club,no_visitor_booking,lincolnshire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Cuddington Golf Course,no_visitor_booking,london,intelligent_golf,0,,booking page requires a member login,
Hampstead Golf Club,no_visitor_booking,london,clubv1,0,,"on clubv1, but visitor booking is switched off",
Coronation Course,no_visitor_booking,newsite,unknown,0,,booking page requires a member login,
Saffron Walden Golf Club,no_visitor_booking,newsite,intelligent_golf,0,,booking page requires a member login,
Fakenham Golf Club,no_visitor_booking,norfolk,clubv1,0,,"on clubv1, but visitor booking is switched off",
Kettering Golf Club,no_visitor_booking,northamptonshire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Beamish Park Golf Course,no_visitor_booking,northeast,unknown,0,,"on unknown, but visitor booking is switched off",
Eaglescliffe Golf Course,no_visitor_booking,northeast,clubv1,0,,"on clubv1, but visitor booking is switched off",
Morpeth Golf Club,no_visitor_booking,northeast,clubv1,0,,"on clubv1, but visitor booking is switched off",
Seaham Golf Club,no_visitor_booking,northeast,intelligent_golf,0,,"on intelligent_golf, but visitor booking is switched off",
Wilton Golf Course,no_visitor_booking,northeast,clubv1,0,,"on clubv1, but visitor booking is switched off",
Gilling Castle Golf Club,no_visitor_booking,northyorkshire,unknown,0,,booking page requires a member login,
Thirsk & Northallerton Golf Club,no_visitor_booking,northyorkshire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Studley Wood Golf Club,no_visitor_booking,oxfordshire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Ludlow Golf Club,no_visitor_booking,shropshire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Center Parcs Elveden Forest,no_visitor_booking,suffolk,unknown,0,,booking page requires a member login,
Seckford Golf Club,no_visitor_booking,suffolk,clubv1,0,,"on clubv1, but visitor booking is switched off",
Bletchingley Golf Course,no_visitor_booking,surrey,clubv1,0,,"on clubv1, but visitor booking is switched off",
Camberley Heath Golf Club,no_visitor_booking,surrey,intelligent_golf,0,,booking page requires a member login,
Purley Downs Golf Club,no_visitor_booking,surrey,intelligent_golf,0,,booking page requires a member login,
Puttenham Golf Club,no_visitor_booking,surrey,intelligent_golf,0,,booking page requires a member login,
Royal Wimbledon Golf Course,no_visitor_booking,surrey,intelligent_golf,0,,booking page requires a member login,
West Hill Golf Club,no_visitor_booking,surrey,intelligent_golf,0,,booking page requires a member login,
Druids Heath Golf Club,no_visitor_booking,westmidlands,clubv1,0,,"on clubv1, but visitor booking is switched off",
Fulford Heath Golf Club,no_visitor_booking,westmidlands,clubv1,0,,"on clubv1, but visitor booking is switched off",
Halesowen Golf Club,no_visitor_booking,westmidlands,clubv1,0,,"on clubv1, but visitor booking is switched off",
West Wilts Golf Club,no_visitor_booking,wiltshire,clubv1,0,,"on clubv1, but visitor booking is switched off",
Bradfield College Golf Club,out_of_scope,berkshire,not_a_club,0,,not a club a visitor books a round at,
The Bunker Indoor Golf Simulator,out_of_scope,berkshire,not_a_club,0,,not a club a visitor books a round at,
Wellington College Golf Course,out_of_scope,berkshire,not_a_club,0,,not a club a visitor books a round at,
Chiltern Hospital Golf Course,out_of_scope,buckinghamshire,not_a_club,0,,not a club a visitor books a round at,
Boothferry Golf Club,out_of_scope,eastyorkshire,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,
Leigh Golf Range,out_of_scope,essex,not_a_club,0,,not a club a visitor books a round at,
Painswick Golf Course,out_of_scope,gloucestershire,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,
Hoburne Holiday Park Bashley,out_of_scope,hampshire,not_a_club,0,,not a club a visitor books a round at,
Mini Golf,out_of_scope,hampshire,not_a_club,0,,not a club a visitor books a round at,
Allhallows Holiday Park Golf Course,out_of_scope,kent,not_a_club,0,,not a club a visitor books a round at,
Goffs Park Pitch and Putt,out_of_scope,kent,not_a_club,0,,not a club a visitor books a round at,
Putting Green,out_of_scope,kent,not_a_club,0,,not a club a visitor books a round at,
Avisford Park Golf Club,out_of_scope,kent/sussex,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,
Harrow School Golf Course,out_of_scope,london,not_a_club,0,,not a club a visitor books a round at,
Mill Hill Golf Course,out_of_scope,london,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,
Queens Park Pitch and Putt,out_of_scope,london,not_a_club,0,,not a club a visitor books a round at,
South Norwood Pitch and Putt,out_of_scope,london,not_a_club,0,,not a club a visitor books a round at,
Tudor Park Footgolf Course,out_of_scope,london,not_a_club,0,,not a club a visitor books a round at,
Ocean View Golf Course,out_of_scope,norfolk,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,https://vip.teeitup.com/plus-template-4/email-club/
Darlington Golf Course,out_of_scope,northeast,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,
Radley College Golf Course,out_of_scope,oxfordshire,not_a_club,0,,not a club a visitor books a round at,
St. Edward's School Golf Course,out_of_scope,oxfordshire,not_a_club,0,,not a club a visitor books a round at,
Arscott,out_of_scope,shropshire,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,https://091307cb-a6d5-4cc3-8714-39354a7b5824.play.teeitup.golf/
Worlebury Golf Course,out_of_scope,somerset,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,
Sleepy Hole Golf Course,out_of_scope,suffolk,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,https://sleepy-hole-golf-course.book.teeitup.com
Suffolk Golf Course,out_of_scope,suffolk,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,https://suffolk-golf-course.book.teeitup.golf
Cranleigh School Golf Course,out_of_scope,surrey,not_a_club,0,,not a club a visitor books a round at,
Frimley Lodge Pitch and Putt,out_of_scope,surrey,not_a_club,0,,not a club a visitor books a round at,
Handsworth Golf Club,out_of_scope,westmidlands,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,
Ben Rhydding Golf Club,out_of_scope,westyorkshire,golfnow,0,,GolfNow/TeeItUp only — excluded by policy,
Abbotsley Golf Hotel,unresolved,bedfordshire,unknown,0,,site reachable (https://www.abbotsley.com/) but no visitor booking found on it or 0 sub-page(s),
Beadlow Manor,unresolved,bedfordshire,no_site,0,,no working website found,
Bedfordshire Golf Club,unresolved,bedfordshire,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Caddington Golf Club,unresolved,bedfordshire,no_site,0,,no working website found,
Chalgrave Manor Golf Club,unresolved,bedfordshire,unknown,0,,homepage loaded (https://chalgravegolf.co.uk/) but no platform signal found on it or 2 booking-ish link(s),
Colmworth and North Beds Golf Club,unresolved,bedfordshire,chronogolf,0,,chronogolf seen but no confirmed public visitor sheet — worth another look,https://www.chronogolf.com/club/colmworth-golf-club
Colworth Golf Club,unresolved,bedfordshire,unknown,0,,homepage loaded (https://sharnbrookgolfclub.co.uk/) but no platform signal found on it or 0 booking-ish link(s,
Galley Hills Course,unresolved,bedfordshire,no_site,0,,no working website found,
Henlow Golf Club,unresolved,bedfordshire,unknown,0,,homepage loaded (https://henlowgolfclub.com/) but no platform signal found on it or 3 booking-ish link(s),
Kingsway Golf Centre Biggleswade,unresolved,bedfordshire,chronogolf,0,,chronogolf seen but no confirmed public visitor sheet — worth another look,https://www.chronogolf.com/club/19693/widget?medium=widget&source=club#?date=2025-12-15
Luton Hoo Golf Course,unresolved,bedfordshire,unknown,0,,site reachable (https://www.lutonhoo.co.uk/) but no visitor booking found on it or 2 sub-page(s),
